17200 57378
36172 463 595
2475 196 692
13183 1 177
40418 29 316
43935 367 566
11912 354 435
23249 394 433
4581 122 241
41907 148 414
55409 273 348
23973 336 630
15726 274 411
21545 109 240
57209 88 103
15757 362 690
21504 324 622
54793 282 434
9115 80 189
56423 244 418
48785 178 461
55744 59 194
37100 350 414
51073 29 664
28103 74 416
41250 13 229
44822 230 585
11653 127 291
35257 72 321
41448 113 410
50757 72 197
22837 255 476
42087 467 637
50318 168 441
1456 151 494
30052 42 422
45535 63 669
50918 214 232
46385 309 382
11072 220 639
5253 97 678
17683 144 510
21256 133 550
10215 187 373
40021 631 636
24262 312 567
34688 586 662
44336 101 111
19456 262 271
27845 426 671
41328 252 340
10926 599 617
36654 310 560
37071 421 685
37902 219 670
8512 208 320
31851 163 545
15515 41 677
41782 282 329
45114 492 589
10921 305 687
1188 314 469
12384 62 378
45487 224 402
40066 11 72
18429 60 649
5835 499 600
9311 64 195
54370 20 490
5336 474 568
9734 65 545
42553 48 51
53225 9 511
37487 35 469
41683 222 284
35974 17 596
15328 75 411
42324 105 149
33596 482 631
20467 73 638
37807 430 482
3475 6 511
45031 50 278
4898 83 398
20692 105 588
646 354 615
13168 81 368
22374 38 357
24296 534 579
23901 91 212
10515 85 435
23723 74 272
46782 5 437
10744 293 425
42428 181 615
44905 177 642
26199 337 557
15910 316 348
8549 198 654
16984 386 472
30416 331 510
17575 498 634
29361 110 178
8553 233 529
23636 161 169
11498 365 644
43608 157 551
38538 150 253
27892 99 322
36022 81 486
44121 3 68
54982 581 664
29784 2 366
37394 50 93
42820 69 483
41007 37 488
8967 136 688
41263 232 522
5557 213 641
31631 247 416
12927 176 191
31000 116 162
40738 82 295
17258 261 673
7477 137 145
53254 40 626
50509 374 402
21757 248 489
54291 99 178
24384 180 457
33285 258 428
55103 241 606
2189 83 418
23723 193 371
13194 65 242
27302 20 235
37030 212 532
28462 123 453
38954 227 641
55111 146 682
45998 618 666
38592 539 656
43914 187 286
22092 63 425
8882 566 629
52543 182 602
17021 114 354
40628 369 517
42528 70 469
2158 97 612
54419 208 675
57275 294 403
46752 53 519
56470 413 564
51894 146 224
2505 388 596
22359 228 365
18880 503 555
14109 264 540
47313 303 406
9570 159 450
10672 383 530
39807 37 392
39579 365 628
8180 148 280
10856 107 636
48680 121 518
14044 383 616
43434 79 414
45987 329 596
6922 256 379
13682 76 479
45865 165 282
38692 324 346
21003 15 132
49290 463 635
23570 296 523
25014 561 681
27597 4 664
25185 447 463
56598 180 183
34591 114 665
7575 430 606
46168 20 565
34364 194 649
52858 439 570
42511 51 624
22283 92 624
5396 3 425
19145 257 386
5594 172 416
7598 76 173
34895 562 592
18446 400 554
40573 115 164
42128 60 405
48029 566 622
13448 455 506
56777 182 556
44576 22 510
15770 382 593
46284 462 569
18227 221 614
32417 174 306
30338 80 135
22553 182 265
18733 263 347
22842 120 155
29282 98 149
1391 399 667
25733 188 453
1641 183 257
20520 17 202
49819 297 458
6136 259 558
34407 149 291
26828 410 523
11820 62 140
25269 66 583
46034 593 618
609 161 391
16266 563 660
9118 524 669
10561 261 557
42239 148 546
3533 132 398
8562 360 454
45861 88 117
12721 332 591
46055 299 481
45293 368 618
7230 138 438
15512 63 206
49846 336 437
9707 79 111
20647 495 537
57005 176 514
37890 41 568
10115 227 662
23807 44 309
29005 36 260
38932 132 278
55475 352 506
18997 356 656
20032 35 451
36591 194 619
45752 174 670
8781 568 682
50106 190 689
56770 389 426
45739 1 398
23326 426 638
1508 120 140
48359 247 270
37972 220 326
26089 52 58
17662 127 588
50746 263 570
20373 274 554
24506 75 236
46043 232 395
3070 39 270
13744 310 661
36630 55 308
31667 241 471
13865 188 493
44205 387 516
10483 73 654
21791 500 575
39288 152 430
43028 443 625
38609 91 235
33548 591 646
6632 80 171
6245 301 677
56548 76 231
49772 548 563
55028 278 316
29016 376 382
1085 350 559
47167 409 556
53038 134 332
54514 81 116
52356 107 292
204 277 531
7806 157 355
55762 65 410
14713 272 339
47824 188 407
3769 173 496
22617 297 355
22108 161 273
36761 563 593
8477 280 461
6747 410 489
22213 371 676
37867 413 455
53710 381 485
18114 158 516
53656 334 685
10330 398 685
23380 222 448
45277 43 517
45567 180 642
26368 442 687
6917 385 634
42027 198 586
19702 183 428
45090 196 247
9028 453 564
25219 176 216
44700 486 604
45919 152 385
54356 103 133
50861 128 216
56094 630 631
46188 86 235
39038 357 603
10418 457 543
55884 239 304
26612 102 610
18366 206 374
54471 23 268
26836 275 565
33105 189 255
26948 325 437
29167 190 645
16025 255 418
52104 52 643
14509 69 382
40239 295 344
50089 143 682
49137 129 267
19889 383 420
8573 201 214
11119 181 374
19228 67 440
29398 238 578
11439 285 637
39851 137 213
650 23 232
26682 332 558
23378 16 375
26690 147 663
53041 279 625
24678 92 655
26460 78 492
23395 82 338
5184 480 654
38973 153 374
27049 467 591
1338 47 655
44952 60 225
28027 150 463
14315 168 535
34570 451 642
37267 153 228
29109 93 306
27034 124 184
15998 389 458
9119 354 508
4489 373 432
55811 72 444
57010 3 47
42298 77 276
35179 325 565
30186 480 506
19499 249 337
53911 53 215
19327 53 187
13166 150 525
25186 23 229
16866 189 288
21000 543 591
3217 197 569
18352 570 662
46145 574 670
56256 638 646
37056 43 537
54706 190 592
29206 440 682
12112 49 378
12784 9 299
45521 344 535
47230 412 447
19575 333 459
30661 42 565
30585 151 348
3665 89 177
51489 346 399
51240 129 592
13354 140 422
15572 292 353
17359 229 545
26386 14 23
32861 385 420
46816 277 634
5599 5 415
56323 422 681
41556 319 585
44452 57 125
27608 419 619
54049 243 479
31508 334 597
5506 126 255
7063 465 610
12306 288 689
5520 491 617
25317 232 467
49966 274 334
1275 95 201
44084 348 606
46156 137 503
33169 146 422
42950 118 500
31653 550 572
2743 443 449
24319 71 310
908 252 579
11186 523 680
26332 72 392
29417 188 594
14433 329 593
7505 216 459
42528 52 561
43506 188 417
6187 15 43
23686 186 536
33805 53 387
36501 84 161
34579 92 395
9548 194 434
43001 117 331
12514 107 492
49493 130 622
50996 25 160
253 382 389
43358 130 276
20225 352 352
42951 349 658
31439 106 490
34978 172 509
41220 377 582
26224 209 603
57296 541 585
36814 37 58
22713 124 401
54432 73 486
34909 19 340
103 179 678
22285 180 324
27591 478 620
18007 167 310
15546 147 478
27481 75 408
18846 282 505
17918 45 316
32961 487 592
46759 340 351
51364 114 583
19047 580 669
44262 507 517
34340 98 513
8632 66 160
6038 28 54
11581 219 531
48634 103 175
48302 506 616
43071 41 432
39422 332 521
38003 102 390
10779 230 358
11226 591 617
45119 219 551
36134 139 336
38844 397 604
42397 508 515
40708 188 225
48488 192 567
16833 439 607
8248 341 600
42025 560 659
50053 139 641
7747 341 458
28561 34 501
38839 261 629
50844 197 252
18439 194 327
37599 35 567
56068 45 57
26672 12 170
53045 307 652
50068 119 692
30459 400 420
35465 41 60
27550 378 577
51147 159 413
41003 230 593
46993 207 398
10652 436 488
23922 104 367
2569 349 616
1809 514 642
41578 331 688
386 468 544
38525 157 636
25949 80 83
31573 157 251
12275 619 666
54030 104 205
39853 543 611
50658 337 610
12679 273 635
45586 66 413
54719 104 437
43496 590 636
35016 22 375
26834 234 268
39275 299 672
39943 394 651
26074 373 450
50836 359 372
22125 45 495
24319 119 148
17990 115 151
48867 120 311
56126 231 499
31727 469 484
14204 90 473
35642 341 345
53071 426 654
42762 64 500
14655 353 572
10906 574 641
46920 419 513
16201 30 386
11959 56 532
38858 515 639
32013 354 593
22933 410 635
55517 314 385
3792 405 426
4669 60 465
52378 209 599
56170 53 421
45732 113 348
38082 82 680
56138 53 592
43102 34 445
17606 397 550
20462 240 273
19694 278 370
4376 268 291
49550 125 663
12263 234 331
52058 156 193
9100 253 514
1246 76 477
1297 627 664
26613 62 497
31455 40 238
17415 136 692
12791 223 672
8179 514 517
53445 157 667
20385 151 498
44837 78 122
20939 224 311
10978 65 669
9360 204 692
36552 481 514
41175 21 223
14321 256 618
36791 328 379
28165 364 512
22533 53 249
12927 208 618
49642 35 419
33531 191 417
11659 41 455
8842 524 602
16747 83 216
46707 522 598
9508 235 385
14580 34 566
33308 466 476
9613 209 251
30644 255 691
21437 415 435
48476 325 343
20204 161 343
54435 233 401
10127 106 251
47475 438 646
53391 556 639
27494 208 376
50943 24 167
42043 74 673
41489 118 471
20321 268 406
7504 24 234
14481 293 485
41566 82 394
36526 16 622
28605 14 282
14038 10 80
17432 17 583
5136 209 573
16632 45 596
32799 53 92
50678 337 364
7776 420 487
16649 115 514
28963 228 618
6900 285 566
31972 35 280
12521 218 328
28656 35 623
33499 154 485
25051 415 517
22037 264 509
53833 212 297
14921 101 229
29994 137 562
16122 235 625
42025 470 675
7515 90 413
43001 270 301
20511 176 617
19272 104 453
49627 309 449
34285 140 210
45045 332 400
57051 108 594
37976 509 516
38642 350 416
13619 40 164
55065 71 247
45928 60 612
16523 483 570
24061 260 649
851 160 302
15784 435 444
26302 394 592
48743 312 624
18462 423 559
54111 358 384
19258 597 684
10669 197 638
38996 19 90
33504 45 193
12695 416 625
28147 74 479
30291 18 455
54554 534 654
55866 391 692
26898 473 520
3695 89 113
15412 7 548
37389 290 475
42197 564 613
50457 56 60
24690 406 584
32397 256 604
31986 327 439
909 282 493
50091 153 425
14496 512 540
45286 521 574
45587 489 596
23706 572 644
40359 242 296
15689 368 589
38374 414 663
26387 495 643
1759 282 568
11329 528 651
50126 85 480
15357 388 572
43721 346 446
21326 34 223
6771 90 411
32919 546 632
19111 257 676
28028 36 272
12266 266 293
37345 65 257
14654 24 469
6250 95 177
46314 62 410
35329 80 207
39463 345 599
57014 151 573
26915 547 643
27632 626 650
6212 315 409
32268 390 690
9396 205 582
19236 247 333
44275 350 439
31104 58 260
27081 205 446
34624 151 510
15117 246 411
8193 58 498
6498 119 416
5250 64 580
11357 78 312
10605 96 351
50084 21 576
46746 305 587
38867 223 494
12998 198 317
30193 246 503
46984 104 484
42753 310 540
42477 148 415
1728 117 272
42121 286 339
53361 74 356
57067 298 418
20941 351 563
11968 30 657
6522 81 214
38016 27 176
11778 293 333
25628 305 649
30480 119 660
12285 290 436
10404 14 44
36967 551 646
45544 195 576
423 19 508
4913 117 382
50783 456 565
56823 341 445
35162 448 684
21263 277 602
36936 55 152
31613 143 615
17889 291 643
47939 461 480
13012 513 635
42126 144 273
32767 223 343
46234 47 204
29442 368 453
30906 145 465
3668 242 613
46454 355 608
5292 343 556
147 403 561
39389 294 507
30231 297 447
55404 130 427
3270 260 451
29520 84 376
10302 539 610
39534 146 590
52911 123 370
55083 74 679
5879 633 685
18147 107 692
2692 96 604
30686 463 519
4953 33 416
34197 470 604
8193 481 625
36273 110 335
24352 100 165
40978 22 72
10944 86 629
18388 472 690
25816 102 344
52527 174 658
15027 436 492
41866 506 682
37933 273 510
12722 246 390
31172 195 661
47969 319 521
31547 300 396
12812 323 656
47514 50 119
52542 486 488
18768 139 543
10657 262 643
3106 341 405
45844 166 657
32979 44 437
2525 184 386
38242 127 581
47183 208 291
50644 484 650
5909 194 563
22668 443 447
52651 103 496
36726 80 601
24320 363 385
18159 69 255
30439 266 348
43273 25 133
32384 442 507
52367 352 402
48751 537 638
2148 50 164
792 153 159
40205 531 597
27428 541 546
30765 132 144
39405 78 587
26995 451 601
2751 32 95
51688 561 566
25405 81 668
22888 75 524
45627 81 286
9170 178 407
52627 229 542
4965 271 339
26329 189 259
42345 238 614
20238 420 532
8012 240 253
49357 229 394
42998 584 618
8828 558 673
20534 160 552
21243 13 638
4185 164 315
11844 5 8
43247 122 366
7480 441 574
33698 284 604
38019 19 365
3625 555 682
38448 367 556
35354 455 573
26253 239 634
33057 303 659
24226 69 602
50736 186 294
57004 171 614
24536 400 455
25311 121 612
4230 58 683
30337 89 425
4806 256 628
49581 92 480
3217 93 317
44978 150 487
40362 178 179
47464 114 283
13787 234 367
779 457 585
26721 568 653
11136 169 284
16449 41 396
32824 292 570
31868 643 665
27360 301 383
43029 366 633
5192 155 175
5628 123 411
46195 431 506
50383 194 487
38323 121 283
42183 396 692
38756 431 573
9317 317 510
39565 15 314
34214 216 648
3124 246 419
8831 207 240
15653 60 270
50044 228 423
23815 378 631
12054 145 651
50236 52 505
3906 198 498
36549 522 535
27513 19 660
41534 85 201
45822 378 597
22566 149 169
10472 213 275
8797 132 649
41988 138 298
44931 142 275
40385 350 585
12933 113 584
21503 99 439
206 421 500
3203 502 513
35699 267 638
32321 149 374
8936 224 534
24689 483 589
19146 70 570
10012 218 637
22186 111 191
19879 248 471
22157 430 464
39385 22 529
22829 346 444
28475 10 530
44633 414 452
4910 608 691
42269 49 386
4721 207 511
40196 648 649
37080 205 469
6623 348 538
2534 423 590
14005 188 469
8582 10 372
37956 18 281
421 95 255
45747 495 561
7482 95 204
6812 443 478
28277 319 420
26635 101 407
1581 409 593
29642 74 516
31953 229 283
53540 219 616
17569 398 476
47630 470 534
29438 162 468
48183 426 559
26073 459 677
33065 251 428
31138 37 110
42561 380 440
24292 555 593
9260 90 215
34521 455 672
3553 412 628
50801 211 332
3917 321 567
10587 371 567
18786 470 636
19014 70 376
50904 210 242
14836 489 645
54316 424 578
34104 87 365
24494 257 511
47821 447 527
19392 188 620
14332 89 157
49104 270 655
27368 485 680
32276 40 251
920 128 308
53633 136 572
37158 207 624
14916 271 386
38209 180 507
45965 385 656
18018 1 536
2229 9 436
36583 124 231
54299 120 492
28461 531 547
708 188 625
35790 307 442
49410 353 640
44489 336 436
11443 558 628
13114 138 338
53197 225 373
36890 503 518
9167 61 357
9920 319 517
10310 267 624
57254 150 502
45925 410 488
32657 48 84
36395 172 670
21031 605 666
29723 88 540
38723 128 555
48512 41 112
14727 125 377
23572 270 401
30097 497 668
360 336 649
22798 127 450
47109 613 663
34101 199 447
51387 189 503
7766 416 567
37034 97 445
14030 32 540
15519 149 249
53865 408 531
49795 420 459
52231 257 369
49221 402 627
962 327 396
40760 21 650
39967 193 511
50922 118 249
19894 64 370
46052 581 606
6683 5 80
29743 117 632
33572 47 490
29994 58 338
16037 138 544
33230 372 500
21514 147 509
20607 217 654
46989 40 506
1146 300 470
3096 47 81
5119 335 668
41048 591 600
18031 82 333
11866 151 574
21161 33 365
24540 332 448
16881 239 300
39823 123 188
7769 158 640
12346 131 520
36397 9 183
37131 217 369
55596 228 336
23087 204 670
44048 111 671
30081 192 269
19137 252 385
19689 243 630
33696 115 567
7953 120 420
40473 221 346
10546 71 164
17284 291 381
2301 680 684
23749 51 521
56350 581 594
51555 192 250
45105 99 212
6561 337 451
25412 20 600
4084 435 692
16647 249 328
34634 33 50
46260 288 509
15929 142 231
10409 296 315
56911 233 589
44360 385 539
17022 131 622
8284 13 561
32821 365 610
53201 300 541
43101 190 637
11946 394 631
21820 209 354
9800 437 468
14117 483 496
42919 180 213
21540 155 665
18063 374 521
26216 268 291
33060 59 551
7635 56 105
4492 254 639
31580 217 690
50109 597 637
44675 418 468
15180 157 669
54912 121 547
44760 2 397
40857 226 553
17322 208 347
45706 297 543
10003 12 196
8498 96 276
45823 241 459
47649 9 616
19247 12 67
26449 267 282
7974 335 471
17369 352 672
26068 181 673
20780 91 654
49867 522 559
24777 136 489
38878 34 671
46872 218 307
1102 134 344
49146 189 611
42786 508 539
33890 195 407
48845 418 609
45283 128 591
9848 197 513
57284 267 676
23838 40 516
29896 92 161
18272 157 649
41141 16 314
41470 121 202
21122 218 245
7903 214 592
33205 120 300
56077 150 315
6755 539 590
9555 355 554
31187 509 579
9310 565 581
9931 63 456
30096 71 355
15282 113 408
43628 77 125
40241 334 558
4326 145 220
14277 342 532
8886 385 662
41236 471 645
14442 45 465
26520 129 351
55509 393 479
51007 299 611
43930 306 314
24784 90 667
11350 278 653
41760 6 216
29482 341 410
10385 35 442
15885 206 667
20770 88 261
38705 55 637
10722 209 285
10161 9 193
25433 121 517
7830 334 517
2457 381 404
19206 25 628
27096 42 336
20334 22 203
20575 262 587
11431 448 546
27863 23 91
44723 352 630
16089 18 463
39658 209 564
6715 252 451
41945 374 669
27308 164 688
52468 367 468
16015 525 538
28739 106 152
6063 74 165
4980 308 578
49993 202 601
4273 244 586
33892 180 476
17022 199 265
37837 359 666
15576 52 351
37246 173 333
57088 23 530
54790 284 617
25007 256 464
30961 48 322
45699 2 345
37424 356 586
27110 301 426
39138 112 222
17129 202 293
323 225 491
36270 439 596
42211 82 452
47359 511 625
48380 163 423
53566 77 388
56763 140 257
43367 92 174
8062 256 339
33964 170 252
4558 281 658
38079 456 539
36346 379 416
32947 102 267
27529 47 179
20284 176 621
27066 85 472
21249 157 538
926 287 604
43742 180 374
51019 6 642
341 32 245
24184 135 638
19819 241 262
38016 235 286
43763 167 383
20777 94 601
2965 264 579
6322 338 548
18802 131 582
384 198 329
22468 289 422
11266 48 270
11003 253 654
24544 238 533
55396 119 521
44241 315 329
37472 47 80
57344 132 438
6888 4 173
53148 425 502
56718 103 517
21438 497 644
38427 7 688
5831 133 413
21465 200 238
56544 69 109
34666 15 88
24508 128 135
38717 398 680
22087 72 583
9125 393 683
55760 149 331
17031 493 625
39068 194 349
28014 199 240
41215 289 336
1298 486 566
13909 205 226
7393 119 127
17733 443 446
57324 414 420
1453 318 543
8367 21 649
10162 382 590
36328 152 410
49993 111 574
20136 35 140
24733 20 513
19787 72 234
4816 225 405
56422 213 314
10494 521 686
23880 294 357
5463 238 418
53456 126 313
34734 47 487
31501 112 437
2450 24 529
26484 94 164
17840 240 254
17108 395 461
32648 232 342
56967 42 474
11388 99 248
55784 25 652
53770 5 81
1278 354 432
43731 43 638
57135 434 512
42658 265 602
5123 106 236
20458 276 492
3042 332 616
57108 26 325
38272 70 642
37203 97 606
3335 125 561
56872 354 617
51903 481 519
33767 174 302
30540 268 400
27388 27 180
27413 595 659
40587 189 283
53962 171 494
2624 98 237
25199 174 562
43382 202 684
34028 470 689
20740 14 271
24097 48 81
23316 193 687
3315 462 525
44374 30 444
37056 257 477
1431 53 319
15549 93 256
8135 63 314
3138 270 597
21295 477 629
27351 266 646
8628 146 187
31449 170 363
2056 176 349
11498 307 661
48951 64 189
25212 451 632
25034 140 398
40067 371 490
29860 371 574
5451 35 140
55050 481 512
11686 362 575
31659 123 237
20233 463 501
19031 152 188
24771 125 389
16164 41 253
20507 107 688
28206 286 333
15319 239 347
45899 24 257
42389 251 262
18454 178 253
47553 75 371
3271 28 367
41498 153 285
52183 85 627
54011 216 229
32567 198 650
7633 205 521
5832 77 494
9043 456 536
5078 259 380
17307 79 158
29706 582 608
37840 8 86
56469 324 639
